z,coarse,medium,fine  
122.78,60.689,60.6,73.648
122.92,60.567,60.466,73.502
123.06,60.446,60.33,73.356
123.2,60.323,60.194,73.209
123.34,60.201,60.058,73.063
123.48,60.079,59.922,72.916
123.62,59.957,59.785,72.768
123.76,59.833,59.648,72.62
123.9,59.71,59.511,72.473
124.04,59.587,59.373,72.324
124.18,59.463,59.235,72.175
124.32,59.339,59.097,72.026
124.46,59.215,58.958,71.878
124.6,59.09,58.818,71.728
124.74,58.965,58.68,71.578
124.88,58.84,58.54,71.428
125.02,58.717,58.401,71.273
125.16,58.605,58.272,71.087
125.3,58.493,58.141,70.901
125.44,58.38,58.011,70.716
125.58,58.267,57.88,70.529
125.72,58.154,57.749,70.341
125.86,58.041,57.618,70.154
126,57.928,57.487,69.966
126.14,57.813,57.354,69.778
126.28,57.7,57.222,69.588
126.42,57.586,57.089,69.398
126.56,57.472,56.957,69.208
126.7,57.357,56.823,69.017
126.84,57.242,56.69,68.827
126.98,57.127,56.556,68.635
127.12,57.011,56.423,68.442
127.26,56.896,56.288,68.25
127.4,56.78,56.153,68.056
127.54,56.665,56.018,67.862
127.68,56.548,55.883,67.668
127.82,56.431,55.747,67.472
127.96,56.315,55.611,67.277
128.1,56.198,55.487,67.109
128.24,56.081,55.368,66.951
128.38,55.963,55.249,66.794
128.52,55.846,55.129,66.636
128.66,55.728,55.009,66.477
128.8,55.609,54.888,66.318
128.94,55.491,54.768,66.159
129.08,55.372,54.647,65.999
129.22,55.254,54.526,65.839
129.36,55.134,54.405,65.679
129.5,55.015,54.284,65.518
129.64,54.895,54.162,65.357
129.78,54.775,54.04,65.195
129.92,54.655,53.918,65.033
130.06,54.534,53.794,64.871
130.2,54.414,53.671,64.708
130.34,54.293,53.548,64.545
130.48,54.172,53.425,64.381
130.62,54.05,53.301,64.217
130.76,53.928,53.177,64.052
130.9,53.806,53.053,63.887
131.04,53.68,52.935,63.737
131.18,53.543,52.833,63.622
131.32,53.405,52.731,63.507
131.46,53.267,52.629,63.392
131.6,53.13,52.527,63.277
131.74,52.992,52.424,63.162
131.88,52.853,52.322,63.047
132.02,52.713,52.219,62.931
132.16,52.574,52.116,62.815
132.3,52.435,52.013,62.698
132.44,52.294,51.91,62.582
132.58,52.154,51.806,62.465
132.72,52.012,51.702,62.348
132.86,51.871,51.598,62.232
133,51.73,51.494,62.114
133.14,51.588,51.39,61.997
133.28,51.445,51.285,61.879
133.42,51.302,51.18,61.761
133.56,51.159,51.074,61.643
133.7,51.016,50.97,61.524
133.84,50.871,50.864,61.406
133.98,50.727,50.758,61.287
134.12,50.582,50.668,61.182
134.26,50.436,50.58,61.079
134.4,50.29,50.492,60.977
134.54,50.145,50.402,60.874
134.68,49.998,50.314,60.771
134.82,49.851,50.225,60.668
134.96,49.703,50.137,60.565
135.1,49.555,50.048,60.461
135.24,49.407,49.958,60.357
135.38,49.259,49.869,60.254
135.52,49.109,49.78,60.15
135.66,48.959,49.69,60.045
135.8,48.809,49.6,59.941
135.94,48.659,49.51,59.836
136.08,48.508,49.42,59.731
136.22,48.356,49.33,59.626
136.36,48.204,49.239,59.521
136.5,48.051,49.148,59.415
136.64,47.899,49.057,59.31
136.78,47.745,48.966,59.205
136.92,47.591,48.875,59.099
137.06,47.467,48.77,58.967
137.2,47.384,48.648,58.8
137.34,47.301,48.524,58.632
137.48,47.218,48.4,58.464
137.62,47.134,48.277,58.295
137.76,47.05,48.153,58.126
137.9,46.967,48.028,57.956
138.04,46.883,47.903,57.786
138.18,46.799,47.779,57.615
138.32,46.714,47.653,57.444
138.46,46.629,47.527,57.272
138.6,46.546,47.401,57.1
138.74,46.461,47.275,56.927
138.88,46.376,47.148,56.754
139.02,46.29,47.02,56.58
139.16,46.205,46.893,56.406
139.3,46.12,46.765,56.231
139.44,46.035,46.637,56.055
139.58,45.949,46.509,55.879
139.72,45.863,46.38,55.703
139.86,45.778,46.25,55.526
140,45.691,46.12,55.348
